gene,less_than_0.001_AF_non_disease_sum,less_than_0.001_AF_squared_non_disease_sum,less_than_0.001_AF_disease_sum,less_than_0.001_AF_squared_disease_sum
OR1A2,0.003405535,5.45745E-07,0,0
OR1B1,0.006128974,2.06752E-06,0,0
OR1C1,0.006294945,2.14787E-06,0,0
OR1D2,0.006255181,2.81711E-06,0,0
OR1D5,0.005530118,1.01653E-06,0,0
OR1E1,0.006316426,2.54565E-06,0,0
OR1E2,0.007423222,2.99437E-06,0,0
OR1F1,0.008704741,2.88502E-06,0,0
OR1G1,0.004788343,1.20032E-06,0,0
OR1I1,0.006424102,1.24789E-06,0,0
OR1J1,0.006625491,2.33569E-06,0,0
OR1J2,0.00637229,1.69471E-06,0,0
OR1J4,0.00449807,1.15264E-06,0,0
OR1K1,0.007918071,2.25597E-06,0,0
OR1L1,0.004625966,5.98558E-07,0,0
OR1L3,0.006850025,2.61807E-06,0,0
OR1L4,0.007426185,2.95763E-06,0,0
OR1L6,0.005556154,1.15465E-06,0,0
OR1L8,0.004252713,8.89888E-07,0,0
OR1M1,0.006633048,1.51553E-06,0,0
OR1N1,0.004198883,8.46939E-07,0,0
OR1N2,0.003452837,5.01851E-07,0,0
OR1Q1,0.004083935,1.08368E-06,0,0
OR1S1,0.008874611,2.7755E-06,0,0
OR1S2,0.008730361,2.08824E-06,0,0
OR2A12,0.005379277,1.88267E-06,0,0
OR2A14,0.00720037,2.45761E-06,0,0
OR2A2,0.003773616,5.51584E-07,0,0
OR2A25,0.007378844,2.9401E-06,0,0
OR2A5,0.005571816,2.24198E-06,0,0
OR2A7,0.007574605,3.24557E-06,0,0
OR2AE1,0.006040446,1.65831E-06,0,0
OR2AG1,0.007900796,3.91985E-06,0,0
OR2AG2,0.006789279,1.66514E-06,0,0
OR2AK2,0.004571902,1.29114E-06,0,0
OR2AT4,0.007307905,3.02115E-06,0,0
OR2B11,0.008929246,3.92703E-06,0,0
OR2B2,0.004527946,1.3082E-06,0,0
OR2B3,0.004049404,1.44424E-06,0,0
OR2B6,0.003212316,3.5883E-07,0,0
OR2C1,0.006245766,1.98476E-06,0,0
OR2C3,0.006963356,2.18543E-06,0,0
OR2D2,0.007435633,2.72008E-06,0,0
OR2D3,0.004237304,9.57237E-07,0,0
OR2F1,0.005759153,1.83553E-06,0,0
OR2F2,0.004460652,1.0545E-06,0,0
OR2G2,0.003762191,8.59044E-07,0,0
OR2G3,0.004103193,1.19955E-06,0,0
OR2G6,0.008201087,2.84837E-06,0,0
OR2H1,0.006010573,1.40288E-06,0,0
OR2H2,0.003752417,7.413E-07,0,0
OR2J1,0.005840212,1.17661E-06,0,0
OR2J2,0.004718779,1.27626E-06,0,0
OR2J3,0.004833796,1.48395E-06,0,0
OR2K2,0.005314899,8.24004E-07,0,0
OR2L13,0.004429678,8.62262E-07,0,0
OR2L2,0.0053223,1.03253E-06,0,0
OR2L3,0.006286387,1.76733E-06,0,0
OR2L5,0.005880124,1.66023E-06,0,0
OR2L8,0.008276384,4.26263E-06,0,0
OR2M2,0.007174166,1.74765E-06,0,0
OR2M3,0.007928039,2.49057E-06,0,0
OR2M4,0.004781356,1.47846E-06,0,0
OR2M5,0.010363319,4.05899E-06,0,0
OR2M7,0.007061151,2.84408E-06,0,0
OR2S2,0.006231398,2.26322E-06,0,0
OR2T1,0.006001976,1.93076E-06,0,0
OR2T10,0.003276204,3.34295E-07,0,0
OR2T11,0.009499171,3.28579E-06,0,0
OR2T12,0.011492952,4.99354E-06,0,0
OR2T2,0.014708402,4.87208E-06,0,0
OR2T27,0.017893602,5.59761E-06,0,0
OR2T3,0.008537751,2.023E-06,0,0
OR2T33,0.014599796,6.94597E-06,0,0
OR2T34,0.008759288,1.70785E-06,0,0
OR2T4,0.012344835,4.44771E-06,0,0
OR2T6,0.004941648,1.47003E-06,0,0
OR2T7,0.013326724,3.56432E-06,0,0
OR2T8,0.010742201,4.38009E-06,0,0
OR2V1,0.007234338,2.50036E-06,0,0
OR2V2,0.005632425,1.16207E-06,0,0
OR2W1,0.00360711,8.13925E-07,0,0
OR2W3,0.005633653,8.79559E-07,0,0
OR2Y1,0.005607549,1.86394E-06,0,0
OR2Z1,0.006756824,1.81832E-06,0,0
OR3A1,0.008418276,2.97808E-06,0,0
OR3A2,0.007516846,2.41906E-06,0,0
OR3A3,0.006250759,2.32856E-06,0,0
OR4A15,0.009498197,1.86171E-06,0,0
OR4A16,0.009136614,2.67587E-06,0,0
OR4A47,0.007384059,2.2289E-06,0,0
OR4A5,0.011725175,3.06219E-06,0,0
OR4B1,0.007824664,3.43616E-06,0,0
OR4C11,0.010145775,3.29097E-06,0,0
OR4C12,0.006455464,2.17809E-06,0,0
OR4C13,0.006714315,2.0206E-06,0,0
OR4C15,0.009823398,2.1467E-06,0,0
OR4C16,0.011890921,4.65604E-06,0,0
OR4C3,0.008561834,1.3185E-06,0,0
OR4C46,0.008486757,1.01183E-06,0,0
OR4C6,0.00760452,2.415E-06,0,0
OR4D1,0.00468515,1.84629E-06,0,0
OR4D10,0.004736344,5.73647E-07,0,0
OR4D11,0.007260348,3.42909E-06,0,0
OR4D2,0.005272369,1.5562E-06,0,0
OR4D5,0.006839444,1.9175E-06,0,0
OR4D6,0.007932728,2.62407E-06,0,0
OR4D9,0.008332624,3.83885E-06,0,0
OR4E2,0.006028078,1.19264E-06,0,0
OR4F15,0.005204797,1.26156E-06,0,0
OR4F6,0.004597224,1.3028E-06,0,0
OR4K1,0.008989453,2.47352E-06,0,0
OR4K13,0.005548245,1.21866E-06,0,0
OR4K14,0.004507903,6.46634E-07,0,0
OR4K15,0.007896975,2.65917E-06,0,0
OR4K17,0.00513603,7.13974E-07,0,0
OR4K2,0.009123893,2.77338E-06,0,0
OR4K5,0.008615637,2.45863E-06,0,0
OR4L1,0.006248596,1.92174E-06,0,0
OR4M1,0.010038549,3.11395E-06,0,0
OR4M2,0.015621757,6.90296E-06,0,0
OR4N2,0.010425325,3.98119E-06,0,0
OR4N4,0.013297796,4.52534E-06,0,0
OR4N5,0.005423745,1.18876E-06,0,0
OR4P4,0.008056778,3.32499E-06,0,0
OR4Q3,0.00723348,1.58677E-06,0,0
OR4S1,0.009021884,3.62237E-06,0,0
OR4S2,0.007584046,2.26595E-06,0,0
OR4X1,0.005147663,1.08248E-06,0,0
OR4X2,0.006000963,1.15794E-06,0,0
OR51A2,0.006212758,2.13151E-06,0,0
OR51A4,0.006228852,1.90155E-06,0,0
OR51A7,0.003536537,3.47843E-07,0,0
OR51B2,0.005014412,1.24004E-06,0,0
OR51B4,0.007089684,3.13792E-06,0,0
OR51B5,0.007152012,1.70333E-06,0,0
OR51B6,0.005962729,1.62439E-06,0,0
OR51D1,0.007139083,2.44702E-06,0,0
OR51E1,0.006822629,2.3695E-06,0,0
OR51E2,0.006288049,1.48777E-06,0,0
OR51F1,0.005787694,1.18792E-06,0,0
OR51F2,0.005659558,9.50769E-07,0,0
OR51G1,0.005320471,7.70689E-07,0,0
OR51G2,0.007168062,2.05352E-06,0,0
OR51I1,0.007924199,2.6687E-06,0,0
OR51I2,0.005910297,1.23299E-06,0,0
OR51L1,0.00634034,1.57974E-06,0,0
OR51M1,0.005897334,1.24946E-06,0,0
OR51Q1,0.007771444,2.69008E-06,0,0
OR51S1,0.007270992,2.83945E-06,0,0
OR51T1,0.00571023,1.65952E-06,0,0
OR51V1,0.00584814,1.55082E-06,0,0
OR52A1,0.003570309,5.47961E-07,0,0
OR52A5,0.008668879,3.72927E-06,0,0
OR52B2,0.008296807,2.68236E-06,0,0
OR52B4,0.004667255,6.71708E-07,0,0
OR52B6,0.006393064,2.1113E-06,0,0
OR52D1,0.003899821,4.46942E-07,0,0
OR52E2,0.007172287,2.08277E-06,0,0
OR52E4,0.006396055,2.47021E-06,0,0
OR52E6,0.007390531,2.8255E-06,0,0
OR52E8,0.005400891,8.1967E-07,0,0
OR52H1,0.003779704,3.07894E-07,0,0
OR52I1,0.011399712,4.95734E-06,0,0
OR52I2,0.009688897,4.27408E-06,0,0
OR52J3,0.007981559,2.39915E-06,0,0
OR52K1,0.006097121,1.73926E-06,0,0
OR52K2,0.013493485,6.63665E-06,0,0
OR52L1,0.007338221,2.81405E-06,0,0
OR52M1,0.008553829,1.94717E-06,0,0
OR52N1,0.004664813,1.25345E-06,0,0
OR52N2,0.006974055,2.38527E-06,0,0
OR52N4,0.004593704,6.0692E-07,0,0
OR52N5,0.006222132,1.7552E-06,0,0
OR52R1,0.008813263,3.08471E-06,0,0
OR52W1,0.006323045,1.67019E-06,0,0
OR56A1,0.004842746,1.65457E-06,0,0
OR56A3,0.003779989,4.64219E-07,0,0
OR56A4,0.007833091,2.64463E-06,0,0
OR56B1,0.008154343,3.61602E-06,0,0
OR56B4,0.006082257,2.14288E-06,0,0
OR5A1,0.008167369,3.42911E-06,0,0
OR5A2,0.004392841,7.77643E-07,0,0
OR5AC2,0.007033884,2.82837E-06,0,0
OR5AK2,0.005770114,1.12596E-06,0,0
OR5AN1,0.004687898,1.65795E-06,0,0
OR5AP2,0.003863184,7.68798E-07,0,0
OR5AR1,0.004964873,7.63333E-07,0,0
OR5AS1,0.007926306,3.13022E-06,0,0
OR5AU1,0.009222282,2.33632E-06,0,0
OR5B12,0.00589873,1.63264E-06,0,0
OR5B17,0.007775443,3.00972E-06,0,0
OR5B2,0.005201282,1.06648E-06,0,0
OR5B21,0.004914225,1.54287E-06,0,0
OR5B3,0.004011672,1.17557E-06,0,0
OR5C1,0.006197927,1.45776E-06,0,0
OR5D13,0.005757683,1.96321E-06,0,0
OR5D14,0.007139527,2.54187E-06,0,0
OR5D16,0.004886477,7.84535E-07,0,0
OR5D18,0.004393294,1.08024E-06,0,0
OR5F1,0.0044602,9.86011E-07,0,0
OR5H1,0.008690164,2.44946E-06,0,0
OR5H14,0.009360954,3.49083E-06,0,0
OR5H15,0.008290035,2.38691E-06,0,0
OR5H2,0.007050227,2.39223E-06,0,0
OR5H6,0.005105792,6.21642E-07,0,0
OR5I1,0.004883697,1.48984E-06,0,0
OR5J2,0.008245191,3.79309E-06,0,0
OR5K1,0.007833533,2.7571E-06,0,0
OR5K2,0.00443401,9.55456E-07,0,0
OR5K3,0.006085226,1.19207E-06,0,0
OR5K4,0.008447095,3.00301E-06,0,0
OR5L1,0.003857567,6.00353E-07,0,0
OR5L2,0.008964753,3.6542E-06,0,0
OR5M1,0.005551295,1.25759E-06,0,0
OR5M10,0.006916351,2.56159E-06,0,0
OR5M11,0.00547103,1.53097E-06,0,0
OR5M3,0.007895877,2.42627E-06,0,0
OR5M8,0.009519119,3.34924E-06,0,0
OR5M9,0.00857592,3.66219E-06,0,0
OR5P2,0.008712488,2.90321E-06,0,0
OR5P3,0.005497567,1.17495E-06,0,0
OR5R1,0.005745454,1.61111E-06,0,0
OR5T1,0.005578391,9.847E-07,0,0
OR5T2,0.006043648,1.42588E-06,0,0
OR5T3,0.004290841,1.17335E-06,0,0
OR5V1,0.003938308,1.0058E-06,0,0
OR5W2,0.004743202,7.22821E-07,0,0
OR6A2,0.008661072,3.71474E-06,0,0
OR6B1,0.005802151,1.78854E-06,0,0
OR6B2,0.009801625,3.75882E-06,0,0
OR6B3,0.008882728,2.47375E-06,0,0
OR6C1,0.003536363,3.97595E-07,0,0
OR6C2,0.004959273,9.74742E-07,0,0
OR6C3,0.006907799,2.16812E-06,0,0
OR6C4,0.007637361,2.69795E-06,0,0
OR6C6,0.006979472,2.0133E-06,0,0
OR6C65,0.003776584,8.41228E-07,0,0
OR6C68,0.006272457,1.7837E-06,0,0
OR6C70,0.004386052,5.45293E-07,0,0
OR6C74,0.003434912,6.23384E-07,0,0
OR6C75,0.004441493,1.09503E-06,0,0
OR6C76,0.00383838,9.10304E-07,0,0
OR6F1,0.002548919,1.46555E-07,0,0
OR6K2,0.009155229,2.60622E-06,0,0
OR6K3,0.003985571,4.87187E-07,0,0
OR6K6,0.00308315,2.44105E-07,0,0
OR6M1,0.003907043,5.97946E-07,0,0
OR6N1,0.003620413,2.77976E-07,0,0
OR6N2,0.005163311,1.48151E-06,0,0
OR6Q1,0.006904142,2.72504E-06,0,0
OR6S1,0.006046815,1.87794E-06,0,0
OR6T1,0.005870034,1.46631E-06,0,0
OR6V1,0.005246343,2.09114E-06,0,0
OR6X1,0.006782386,3.06601E-06,0,0
OR6Y1,0.00771413,2.81648E-06,0,0
OR7A10,0.004911789,9.5925E-07,0,0
OR7A17,0.004944325,1.97935E-06,0,0
OR7A5,0.005619411,1.49264E-06,0,0
OR7C1,0.003488655,9.73303E-07,0,0
OR7C2,0.005808936,2.29635E-06,0,0
OR7D2,0.005170293,1.04842E-06,0,0
OR7D4,0.006068534,1.28034E-06,0,0
OR7E24,0.006498947,1.94546E-06,0,0
OR7G1,0.00790056,3.16393E-06,0,0
OR7G2,0.003672928,4.48047E-07,0,0
OR7G3,0.0035539,4.85986E-07,0,0
OR8A1,0.004324803,1.1113E-06,0,0
OR8B12,0.005345537,1.60113E-06,0,0
OR8B2,0.005697577,1.51286E-06,0,0
OR8B3,0.004874747,8.03613E-07,0,0
OR8B4,0.003990216,1.48323E-06,0,0
OR8B8,0.005404383,1.46975E-06,0,0
OR8D1,0.005196089,1.57434E-06,0,0
OR8D2,0.004034775,1.11599E-06,0,0
OR8D4,0.004445903,1.7428E-06,0,0
OR8G1,0.006862724,2.57346E-06,0,0
OR8G5,0.007031589,2.45589E-06,0,0
OR8H1,0.004209107,6.95139E-07,0,0
OR8H2,0.006451313,1.6588E-06,0,0
OR8H3,0.003114617,1.72266E-07,0,0
OR8I2,0.005883161,1.3644E-06,0,0
OR8J1,0.006716719,2.06863E-06,0,0
OR8J3,0.004925518,9.87688E-07,0,0
OR8K1,0.005417692,1.65304E-06,0,0
OR8K3,0.005809456,1.64714E-06,0,0
OR8K5,0.005313279,1.18289E-06,0,0
OR8S1,0.007715887,2.09337E-06,0,0
OR8U1,0.012083772,4.88055E-06,0,0
OR9A2,0.004804492,1.74797E-06,0,0
OR9A4,0.005227964,1.21763E-06,0,0
OR9G1,0.011668546,3.96682E-06,0,0
OR9G4,0.005969148,8.90643E-07,0,0
OR9I1,0.005976696,1.79451E-06,0,0
OR9K2,0.007566512,2.6149E-06,0,0
OR9Q1,0.005346428,1.04654E-06,0,0
OR9Q2,0.004411227,9.7193E-07,0,0
ORAI1,0.007385105,2.66984E-06,0,0
ORAI2,0.001683587,1.50185E-07,0,0
ORAI3,0.004872575,1.18571E-06,0,0
ORAOV1,0.004658019,2.32107E-06,0,0
ORC1,0.008400722,1.52854E-06,0.000214237,1.54791E-08
ORC2,0.005889986,1.52562E-06,0,0
ORC3,0.009012662,1.97773E-06,0,0
ORC4,0.004508088,1.26597E-06,0.000883255,7.51508E-07
ORC5,0.005425793,7.75967E-07,0,0
ORC6,0.002684409,2.11066E-07,0,0
ORM1,0.010670168,4.36166E-06,0,0
ORM2,0.010732631,4.10712E-06,0,0
ORMDL1,0.001111009,9.15176E-08,0,0
ORMDL2,0.002143342,5.65906E-07,0,0
ORMDL3,0.000718146,2.6263E-08,0,0
OS9,0.009916201,2.24886E-06,0,0
OSBP,0.005939415,1.66262E-06,0,0
OSBP2,0.016170999,4.91109E-06,0,0
OSBPL10,0.008829406,1.61903E-06,0,0
OSBPL11,0.005420273,6.47464E-07,0,0
OSBPL1A,0.008142758,1.70066E-06,0,0
OSBPL2,0.005609465,1.61584E-06,0,0
OSBPL3,0.009889691,1.94059E-06,0,0
OSBPL5,0.017349504,3.7391E-06,0,0
OSBPL6,0.010360713,2.61149E-06,0,0
OSBPL7,0.010816588,2.71703E-06,0,0
OSBPL8,0.008563849,2.26379E-06,0,0
OSBPL9,0.007530417,1.33989E-06,0,0
OSCAR,0.007835217,2.35447E-06,0,0
OSCP1,0.002919115,1.09949E-07,0,0
OSER1,0.00299872,5.55699E-07,0,0
OSGEP,0.00495433,1.11571E-06,0,0
OSGEPL1,0.003526702,4.23772E-07,0,0
OSGIN1,0.013273612,2.9211E-06,0,0
OSGIN2,0.005306752,2.14837E-06,0,0
OSM,0.006706455,2.70213E-06,0,0
OSMR,0.014233601,4.31687E-06,0.000082387,3.12219E-09
OSR1,0.001692539,5.87746E-07,0,0
OSR2,0.00782115,2.77839E-06,0,0
OSTC,0.001216844,1.22482E-07,0,0
OSTF1,0.002361078,4.43227E-07,0,0
OSTM1,0.003735554,7.45722E-07,0,0
OSTN,0.002283427,1.06557E-06,0,0
OTC,0.001586102,9.39329E-08,0.000518563,6.96706E-08
OTOA,0.010761787,2.22876E-06,0.000922607,7.22059E-07
OTOF,0.03404524,7.03323E-06,0.005395198,2.55645E-06
OTOGL,0.042648426,1.17828E-05,0.000205831,2.41132E-08
OTOL1,0.008668457,2.41693E-06,0,0
OTOP1,0.013815572,4.87822E-06,0,0
OTOP2,0.00912046,1.0504E-06,0,0
OTOP3,0.016622034,4.95259E-06,0,0
OTOR,0.001807966,2.52732E-07,0.000033649,1.13226E-09
OTOS,0.002814892,6.51928E-07,0,0
OTUB1,0.003577215,8.42522E-07,0,0
OTUB2,0.003577822,7.8573E-07,0,0
OTUD3,0.004744337,1.04185E-06,0,0
OTUD4,0.012009412,3.30717E-06,0.000346089,1.19778E-07
OTUD5,0.001244042,1.99127E-07,0,0
OTUD6B,0.006610167,1.77209E-06,0,0
OTUD7A,0.012988483,4.81277E-06,0,0
OTUD7B,0.010943451,2.48837E-06,0,0
OTX1,0.002586953,1.70925E-07,0,0
OTX2,0.001735683,1.47814E-07,0.000264245,2.77517E-08
OVCA2,0.007999117,2.23931E-06,0,0
OVCH1,0.024604139,8.66272E-06,0,0
OVGP1,0.015283665,5.27248E-06,0,0
OVOL1,0.004636708,1.62246E-06,0,0
OVOL2,0.00407674,1.27517E-06,0,0
OXA1L,0.009881073,2.26827E-06,0,0
OXCT1,0.003631414,1.50685E-06,0.000082544,1.22496E-09
OXER1,0.015154056,5.2975E-06,0,0
OXGR1,0.005588434,2.05304E-06,0,0
OXLD1,0.004384913,1.12838E-06,0,0
OXNAD1,0.006895223,1.51871E-06,0,0
OXR1,0.010201311,2.01385E-06,0,0
OXSM,0.003387489,2.38611E-07,0,0
OXSR1,0.003878533,1.63707E-06,0,0
OXT,0.00112007,5.14441E-08,0,0
OXTR,0.006452777,1.8733E-06,0,0
P2RX1,0.006897479,1.7731E-06,0.000008244,6.79635E-11
P2RX2,0.011086755,2.57428E-06,0,0
P2RX3,0.006229528,1.45465E-06,0,0
P2RX4,0.006004636,1.04621E-06,0,0
P2RX5,0.011710681,4.97624E-06,0,0
P2RX6,0.01404415,5.17938E-06,0,0
P2RX7,0.012454999,3.76346E-06,0,0
P2RY1,0.002579202,2.74643E-07,0,0
P2RY10,0.001125364,3.63187E-08,0,0
P2RY11,0.012712125,3.61312E-06,0,0
P2RY12,0.002114485,1.43893E-07,0.000049522,9.53865E-10
P2RY13,0.003181182,2.86317E-07,0,0
P2RY14,0.005913122,2.28619E-06,0,0
P2RY2,0.006034441,7.81529E-07,0,0
P2RY4,0.006300211,2.10217E-06,0,0
P2RY6,0.004546589,5.75268E-07,0,0
P2RY8,0.00493447,2.04518E-06,0,0
P4HA1,0.003369909,4.19089E-07,0,0
P4HA2,0.008323942,2.33339E-06,0,0
P4HA3,0.011395142,4.43215E-06,0,0
P4HB,0.006019276,1.48897E-06,0,0
P4HTM,0.009734252,3.41431E-06,0,0
PA2G4,0.001743455,2.91936E-07,0,0
PAAF1,0.005817191,1.42902E-06,0,0
PABPC1,0.01267539,5.23368E-06,0,0
PABPC1L,0.011024221,2.87166E-06,0,0
PABPC3,0.023533892,9.64478E-06,0,0
PABPC4,0.004412491,1.46941E-06,0,0
PABPC5,0.001675906,1.27718E-07,0,0
PABPN1,0.00335158,1.10433E-06,0,0
PACRG,0.00471869,1.10685E-06,0,0
PACRGL,0.004493432,1.01385E-06,0,0
PACS1,0.009090434,2.16775E-06,0.000008236,6.78317E-11
PACS2,0.0119561,2.29448E-06,0,0
PACSIN1,0.002748028,3.28162E-07,0,0
PACSIN2,0.006353478,1.78598E-06,0,0
PACSIN3,0.007172589,1.70697E-06,0,0
PADI1,0.014653143,3.49094E-06,0,0
PADI2,0.013562017,3.68409E-06,0,0
PADI3,0.016175291,4.74217E-06,0,0
PADI4,0.01191759,3.39328E-06,0,0
PAEP,0.003669946,1.36621E-06,0,0
PAF1,0.008008298,3.00102E-06,0,0
PAFAH1B1,0.000902495,4.12169E-08,0.000657685,2.59736E-07
PAFAH1B2,0.004404442,1.32103E-06,0,0
PAFAH1B3,0.001808712,1.17816E-07,0,0
PAFAH2,0.009486255,2.66025E-06,0,0
PAG1,0.005173864,1.31126E-06,0,0
PAGE1,0.00165727,2.2346E-07,0,0
PAGE2,0.001159972,9.29029E-08,0,0
PAGE2B,0.001558049,8.03615E-07,0,0
PAGE3,0.001420929,1.89937E-07,0,0
PAGE4,0.0013888,4.42502E-07,0,0
PAGE5,0.000761282,3.45431E-08,0,0
PAGR1,0.004214889,1.20529E-06,0,0
PAH,0.001396037,7.96024E-08,0.009039501,2.66289E-06
PAIP1,0.004391719,8.96132E-07,0,0
PAIP2,0.000313975,5.72815E-09,0,0
PAIP2B,0.001277683,2.82761E-07,0,0
PAK1,0.001909533,1.98598E-07,0,0
PAK1IP1,0.003585616,6.09557E-07,0,0
PAK2,0.002746066,5.36017E-07,0,0
PAK3,0.002614795,1.02045E-06,0,0
PAK4,0.013846496,2.94135E-06,0,0
PAK6,0.01073919,2.43147E-06,0,0
PAK7,0.00736646,1.68707E-06,0,0
PALB2,0.011635283,1.86359E-06,0.002941963,1.77586E-06
PALD1,0.014835572,3.4704E-06,0,0
PALLD,0.02220667,8.54428E-06,0,0
PALM,0.009003899,2.60534E-06,0,0
PALM2,0.005640383,1.65141E-06,0,0
PALM2-AKAP2,0.02041127,5.23146E-06,0,0
PALMD,0.008814628,3.35839E-06,0,0
PAM,0.010879551,1.98257E-06,0,0
PAM16,0.004194172,9.49827E-07,0,0
PAMR1,0.013433459,2.86996E-06,0,0
PAN2,0.010939767,3.32749E-06,0,0
PAN3,0.006256858,1.98793E-06,0,0
PANK1,0.008125463,1.7458E-06,0,0
PANK2,0.008289403,2.10384E-06,0.000923764,1.04569E-07
PANK3,0.002611195,8.68556E-07,0,0
PANK4,0.010039873,1.74286E-06,0,0
PANX1,0.00595795,1.71594E-06,0,0
PANX3,0.007073522,1.56524E-06,0,0
PAOX,0.007646945,2.31572E-06,0,0
PAPD4,0.005341271,1.15029E-06,0,0
PAPD5,0.005489931,2.11793E-06,0,0
PAPD7,0.003456382,3.96997E-07,0,0
PAPL,0.007456588,1.61086E-06,0,0
PAPLN,0.041671782,1.50292E-05,0,0
PAPOLA,0.006756161,1.589E-06,0,0
PAPOLB,0.007565456,1.45961E-06,0,0
PAPOLG,0.004098386,7.63943E-07,0,0
PAPPA,0.017843741,5.65837E-06,0,0
PAPPA2,0.025827156,7.50543E-06,0,0
PAPSS1,0.006445373,1.5432E-06,0,0
PAPSS2,0.006954487,9.46476E-07,0.000024795,6.14792E-10
PAQR3,0.003422345,5.3614E-07,0,0
PAQR4,0.005958133,1.20772E-06,0,0
PAQR5,0.003633477,6.69169E-07,0,0
PAQR6,0.010387136,2.92506E-06,0,0
PAQR7,0.004701439,8.29198E-07,0,0
PAQR8,0.003053317,4.84728E-07,0,0
PAQR9,0.0046871,2.21091E-06,0,0
PARD3,0.014661051,2.24499E-06,0,0
PARD3B,0.023539475,5.22752E-06,0,0
PARD6A,0.00343049,4.97692E-07,0,0
PARD6B,0.00306632,3.83587E-07,0,0
PARD6G,0.007095714,1.71053E-06,0,0
PARK2,0.004321666,3.56587E-07,0.004419585,1.32704E-06
PARK7,0.002071057,4.4767E-07,0.000626157,1.58164E-07
PARL,0.004677332,8.15608E-07,0.000016472,2.71327E-10
PARM1,0.004795368,1.66262E-06,0,0
PARN,0.00793756,1.52457E-06,0,0
PARP1,0.014284036,3.96223E-06,0.000074148,5.49793E-09
PARP10,0.018749274,5.57033E-06,0,0
PARP11,0.001933359,7.56138E-08,0,0
PARP12,0.010760615,2.94339E-06,0,0
PARP14,0.013994866,2.872E-06,0,0
PARP15,0.010573039,2.32313E-06,0,0
PARP16,0.006380808,2.03298E-06,0,0
PARP2,0.008484409,1.82476E-06,0,0
PARP3,0.013113716,4.69092E-06,0,0
PARP4,0.029884999,8.89608E-06,0,0
PARP6,0.003341199,5.81406E-07,0,0
PARP8,0.009626997,1.96809E-06,0,0
PARP9,0.011084574,2.89971E-06,0,0
PARPBP,0.010692377,3.32632E-06,0,0
PARS2,0.005645874,1.10344E-06,0,0
PARVA,0.007296277,1.42913E-06,0,0
PARVB,0.006371712,8.38346E-07,0,0
PARVG,0.006033663,1.54325E-06,0,0
PASD1,0.015120023,5.13763E-06,0,0
PASK,0.024566421,6.55781E-06,0.000752604,4.86279E-07
PATE1,0.001295045,9.15926E-08,0,0
PATE2,0.002475402,9.96868E-07,0,0
PATL1,0.008681654,2.88286E-06,0,0
PATZ1,0.003997975,3.6783E-07,0,0
PAWR,0.005949663,2.10593E-06,0,0
PAX1,0.016777847,5.85212E-06,0.000634125,4.02115E-07
PAX2,0.005047225,9.37895E-07,0,0
PAX3,0.006535231,2.00148E-06,0.000033298,4.13102E-10
PAX4,0.010070509,3.46052E-06,0.000865019,3.33486E-07
PAX5,0.005049859,1.28076E-06,0,0
PAX6,0.001616186,1.75699E-07,0.000298711,7.01791E-08
PAX7,0.007237066,1.74983E-06,0,0
PAX8,0.008379978,2.39777E-06,0.000008357,6.98394E-11
PAX9,0.003526504,6.99579E-07,0,0
PAXBP1,0.007773682,2.00262E-06,0,0
PAXIP1,0.012538465,4.0047E-06,0,0
PBDC1,0.002290786,3.42487E-07,0,0
PBK,0.003898353,6.59898E-07,0,0
PBLD,0.004731405,1.2671E-06,0,0
PBOV1,0.002874998,1.13942E-06,0,0
PBRM1,0.009931264,1.32904E-06,0,0
PBX1,0.002446104,2.83254E-07,0,0
PBX2,0.004034817,5.66719E-07,0,0
PBX3,0.002615241,2.72668E-07,0,0
PBX4,0.006614194,1.16585E-06,0,0
PBXIP1,0.011388982,2.44528E-06,0,0
PC,0.013625102,3.63518E-06,0.000474249,1.78568E-07
PCBD1,0.000955074,1.81525E-07,0.0004769,7.71966E-08
PCBD2,0.000649912,3.5143E-08,0,0
PCBP1,0.001288823,7.24684E-07,0,0
PCBP2,0.002981752,5.04817E-07,0,0
PCBP3,0.003187048,4.56777E-07,0,0
PCBP4,0.004373572,8.00636E-07,0,0
PCCA,0.008233153,1.68121E-06,0.000620871,1.02413E-07
PCCB,0.011893907,3.72435E-06,0.00112285,3.05277E-07
PCDH1,0.013888877,3.01486E-06,0,0
PCDH10,0.00771335,7.78701E-07,0,0
PCDH11X,0.00884033,1.84618E-06,0,0
PCDH12,0.019619642,5.37039E-06,0,0
PCDH15,0.040083949,8.50142E-06,0.009245744,5.82478E-06
PCDH17,0.010093752,2.49025E-06,0,0
PCDH18,0.010620909,1.5877E-06,0,0
PCDH19,0.007950023,2.08719E-06,0.000767839,2.98638E-07
PCDH20,0.011304147,2.78966E-06,0,0
PCDH7,0.011563257,2.38597E-06,0,0
PCDH8,0.017740625,5.32776E-06,0,0
PCDH9,0.009964296,2.92137E-06,0,0
PCDHA1,0.013861918,2.9518E-06,0,0
PCDHA10,0.018080642,4.92227E-06,0,0
PCDHA11,0.014721563,3.67147E-06,0,0
PCDHA12,0.017723672,5.22512E-06,0,0
PCDHA13,0.013188399,2.79159E-06,0,0
PCDHA2,0.015730915,4.20662E-06,0,0
PCDHA3,0.015221137,4.47542E-06,0,0
PCDHA4,0.020161576,5.60266E-06,0,0
PCDHA5,0.013931486,2.35941E-06,0,0
PCDHA6,0.014293283,2.60175E-06,0,0
